Market Name,Contract,ExpiryDate,Put/Call,Strike Price,Open Interest ,Delta,Spot Price
DTOP43544,DTOP,20-Mar-19,C,13410,8576,0,Cash
DTOP43544,DTOP,20-Mar-19,C,13500,2500,0,Cash
DTOP43636,DTOP,20-Jun-19,P,8710,-12050,-0.19,Cash
DTOP43636,DTOP,20-Jun-19,P,9250,-13000,-0.28,Cash
DTOP43636,DTOP,20-Jun-19,P,9330,-5114,-0.3,Cash
DTOP43636,DTOP,20-Jun-19,P,9420,-10017,-0.32,Cash
DTOP43636,DTOP,20-Jun-19,P,9500,-2500,-0.34,Cash
DTOP43636,DTOP,20-Jun-19,P,9620,-5114,-0.36,Cash
DTOP43636,DTOP,20-Jun-19,P,9820,-578,-0.41,Cash
DTOP43636,DTOP,20-Jun-19,P,9880,-578,-0.43,Cash
DTOP43636,DTOP,20-Jun-19,P,9940,-676,-0.44,Cash
DTOP43636,DTOP,20-Jun-19,P,9950,-8233,-0.44,Cash
DTOP43636,DTOP,20-Jun-19,P,10000,-10000,-0.46,Cash
DTOP43636,DTOP,20-Jun-19,P,10080,-578,-0.48,Cash
DTOP43636,DTOP,20-Jun-19,P,10300,-578,-0.53,Cash
DTOP43636,DTOP,20-Jun-19,P,10500,-2500,-0.59,Cash
DTOP43636,DTOP,20-Jun-19,P,10540,-1476,-0.6,Cash
DTOP43636,DTOP,20-Jun-19,P,10710,-8233,-0.65,Cash
DTOP43636,DTOP,20-Jun-19,C,11000,2500,0.26,Cash
DTOP43636,DTOP,20-Jun-19,P,11000,-7500,-0.74,Cash
DTOP43636,DTOP,20-Jun-19,P,11050,-676,-0.75,Cash
DTOP43636,DTOP,20-Jun-19,P,11120,-750,-0.77,Cash
DTOP43636,DTOP,20-Jun-19,P,11200,-578,-0.78,Cash
DTOP43636,DTOP,20-Jun-19,C,11500,15500,0.16,Cash
DTOP43636,DTOP,20-Jun-19,P,11500,-2500,-0.84,Cash
DTOP43636,DTOP,20-Jun-19,C,11710,9439,0.12,Cash
DTOP43636,DTOP,20-Jun-19,C,11950,7500,0.09,Cash
DTOP43636,DTOP,20-Jun-19,C,12000,24000,0.09,Cash
DTOP43636,DTOP,20-Jun-19,P,12000,-5000,-0.91,Cash
DTOP43636,DTOP,20-Jun-19,C,12650,578,0.04,Cash
DTOP43636,DTOP,20-Jun-19,C,12700,8233,0.04,Cash
DTOP43636,DTOP,20-Jun-19,C,12740,676,0.04,Cash
DTOP43636,DTOP,20-Jun-19,C,13000,21000,0.03,Cash
DTOP43636,DTOP,20-Jun-19,C,13170,13100,0.02,Cash
DTOP43636,DTOP,20-Jun-19,C,13500,2500,0.02,Cash
DTOP43636,DTOP,20-Jun-19,C,13860,1476,0.01,Cash
DTOP43727,DTOP,19-Sep-19,P,8850,-1920,-0.22,Cash
DTOP43727,DTOP,19-Sep-19,C,10000,5000,0.56,Cash
DTOP43727,DTOP,19-Sep-19,P,10080,-9000,-0.45,Cash
DTOP43727,DTOP,19-Sep-19,P,10420,-1920,-0.53,Cash
DTOP43727,DTOP,19-Sep-19,P,11000,-7500,-0.68,Cash
DTOP43727,DTOP,19-Sep-19,C,11670,1920,0.18,Cash
DTOP43727,DTOP,19-Sep-19,C,12530,9000,0.07,Cash
DTOP43818,DTOP,19-Dec-19,P,7880,-400,-0.14,Cash
DTOP43818,DTOP,19-Dec-19,P,9360,-400,-0.3,Cash
DTOP43818,DTOP,19-Dec-19,P,9620,-741,-0.34,Cash
DTOP43818,DTOP,19-Dec-19,P,11000,-2500,-0.62,Cash
DTOP43818,DTOP,19-Dec-19,C,12000,5000,0.18,Cash
DTOP43818,DTOP,19-Dec-19,C,12150,741,0.16,Cash
DTOX43431,DTOX,27-Nov-18,C,10160.22,1200,0.14,Cash
DTOX43501,DTOX,05-Feb-19,C,12765.5,1569,0,Cash
DTOX43504,DTOX,08-Feb-19,C,12898.59,7022,0,Cash
DTOX43538,DTOX,14-Mar-19,C,13146.44,4322,0,Cash
DTOX43558,DTOX,03-Apr-19,C,12613.2,1832,0.02,Cash
DTOX43578,DTOX,23-Apr-19,C,12636.43,9154,0.02,Cash
DTOX43600,DTOX,15-May-19,C,12965.89,6588,0.02,Cash
DTOX43607,DTOX,22-May-19,C,13022.8,1742,0.02,Cash
FFA43454,FFA,20-Dec-18,C,17.2,13760000,0.53,Physical
FFA43454,FFA,20-Dec-18,C,17.6,7920000,0.36,Physical
FFA43454,FFA,20-Dec-18,C,17.98,14704044,0.22,Cash
FSR43454,FSR,20-Dec-18,P,50,-205630000,0,Physical
FSR43454,FSR,20-Dec-18,P,57.02,-172896044,-0.04,Physical
FSR43454,FSR,20-Dec-18,C,62,103626800,0.83,Physical
FSR43454,FSR,20-Dec-18,P,62,-147622000,-0.17,Physical
FSR43454,FSR,20-Dec-18,P,65,-47937500,-0.32,Physical
FSR43454,FSR,20-Dec-18,C,69,5175000,0.46,Physical
FSR43454,FSR,20-Dec-18,P,70,-47425000,-0.6,Physical
FSR43544,FSR,20-Mar-19,P,60,-149094000,-0.23,Physical
FSR43636,FSR,20-Jun-19,C,60.39,26118675,0.74,Cash
FSR43636,FSR,20-Jun-19,C,73.68,31866600,0.43,Cash
GLN43454,GLN,20-Dec-18,P,58.6,-97006440,-0.8,Physical
GLN43544,GLN,20-Mar-19,C,60,77268000,0.31,Physical
GRT43454,GRT,20-Dec-18,P,26,-94442400,-0.91,Physical
GRT43636,GRT,20-Jun-19,C,27,2700000,0.13,Cash
HAR43454,HAR,20-Dec-18,C,24.07,3008750,0.54,Cash
HAR43454,HAR,20-Dec-18,C,27.21,3401250,0.25,Cash
HMN43454,HMN,20-Dec-18,C,94.55,21179200,0,Cash
IMP43454,IMP,20-Dec-18,C,22.13,11503174,0.99,Cash
IMP43454,IMP,20-Dec-18,C,22.85,3000205,0.98,Cash
IMP43454,IMP,20-Dec-18,C,25.67,3370471,0.93,Cash
INP43454,INP,20-Dec-18,P,93.96,-2818800,-0.9,Physical
INP43544,INP,20-Mar-19,P,94,-1598000,-0.62,Cash
INP43544,INP,20-Mar-19,C,117,3510000,0.04,Cash
IPL43454,IPL,20-Dec-18,P,170,-90117000,-0.95,Cash
IPL43454,IPL,20-Dec-18,P,190,-90535000,-1,Cash
IPL43454,IPL,20-Dec-18,P,220,-92730000,-1,Physical
IPL43636,IPL,20-Jun-19,P,210,-48846000,-0.86,Physical
LHC43454,LHC,20-Dec-18,C,29.36,1999416,0.02,Cash
MEI43454,MEI,20-Dec-18,P,94.59,-15995169,-1,Cash
MEI43454,MEI,20-Dec-18,P,112.33,-18995003,-1,Cash
MND43454,MND,20-Dec-18,P,324.3,-2594400,-0.58,Physical
MRP43454,MRP,20-Dec-18,P,208.77,-48267624,-0.25,Cash
MRP43454,MRP,20-Dec-18,P,230,-50761000,-0.56,Physical
MRP43454,MRP,20-Dec-18,P,231.97,-26815732,-0.59,Cash
MTN43454,MTN,20-Dec-18,P,55,-7375500,0,Cash
MTN43454,MTN,20-Dec-18,C,75,10057500,0.89,Cash
MTN43454,MTN,20-Dec-18,P,75.57,-14403642,-0.12,Cash
MTN43454,MTN,20-Dec-18,P,83.96,-16002776,-0.42,Cash
MTN43454,MTN,20-Dec-18,P,85,-24072000,-0.47,Physical
MTN43454,MTN,20-Dec-18,C,90,17316000,0.27,Cash
MTN43454,MTN,20-Dec-18,C,91.27,17396062,0.22,Cash
MTN43454,MTN,20-Dec-18,P,92.25,-22509000,-0.82,Physical
MTN43454,MTN,20-Dec-18,P,95,-88806000,-0.9,Cash
MTN43454,MTN,20-Dec-18,P,95.18,-10802930,-0.9,Cash
MTN43454,MTN,20-Dec-18,P,97.17,-24292500,-0.94,Cash
MTN43454,MTN,20-Dec-18,C,98,5713400,0.05,Cash
MTN43454,MTN,20-Dec-18,C,100,46790000,0.03,Physical
MTN43454,MTN,20-Dec-18,P,100,-95180000,-0.97,Physical
MTN43454,MTN,20-Dec-18,P,110,-44352000,-1,Physical
MTN43454,MTN,20-Dec-18,P,114.09,-4495146,-1,Cash
MTN43544,MTN,20-Mar-19,P,95,-95000000,-0.65,Physical
MTN43544,MTN,20-Mar-19,P,95.94,-33751692,-0.67,Cash
MTN43544,MTN,20-Mar-19,P,99.6,-109560000,-0.74,Physical
MTN43544,MTN,20-Mar-19,C,111.93,31497102,0.09,Cash
MTN43544,MTN,20-Mar-19,P,118.28,-130108000,-0.96,Physical
MTN43544,MTN,20-Mar-19,C,125,125000000,0.02,Physical
MTN43544,MTN,20-Mar-19,C,132.45,37271430,0.01,Cash
MTN43636,MTN,20-Jun-19,P,63.53,-494993995,-0.12,Physical
MTN43636,MTN,20-Jun-19,C,74.12,577505980,0.73,Physical
MTN43636,MTN,20-Jun-19,C,91.77,715025955,0.37,Physical
MTN43727,MTN,19-Sep-19,P,76.51,-40259562,-0.33,Cash
MTN43727,MTN,19-Sep-19,C,91.81,38652010,0.42,Cash
MTN43727,MTN,19-Sep-19,C,120.67,50802070,0.11,Cash
NNS43454,NNS,20-Dec-18,C,2800,2800000,0.3,Physical
NNS43454,NNS,20-Dec-18,C,3300,4950000,0.01,Physical
NNS43636,NNS,20-Jun-19,C,3500,35000000,0.22,Cash
NNS43727,NNS,19-Sep-19,P,1850,-240500000,-0.11,Cash
NNS43727,NNS,19-Sep-19,C,2700,116100000,0.6,Cash
NNS44273,NNS,18-Mar-21,C,2700,116100000,0.7,Cash
NNS44273,NNS,18-Mar-21,P,8000,-160000000,-1,Cash
NNS44273,NNS,18-Mar-21,P,8500,-170000000,-1,Cash
NOM43454,NOM,20-Dec-18,C,33.52,3352000,0.21,Physical
NPN43454,NPN,20-Dec-18,P,2356,-200966800,-0.16,Physical
NPN43454,NPN,20-Dec-18,P,2400,-50640000,-0.2,Physical
NPN43454,NPN,20-Dec-18,P,2500,-78500000,-0.31,Physical
NPN43454,NPN,20-Dec-18,P,2500,-2500000,-0.31,Cash
NPN43454,NPN,20-Dec-18,P,2510,-9287000,-0.32,Cash
NPN43454,NPN,20-Dec-18,P,2597.4,-2597400,-0.43,Physical
NPN43454,NPN,20-Dec-18,C,2600,5200000,0.56,Physical
NPN43454,NPN,20-Dec-18,C,2700,5400000,0.44,Physical
NPN43454,NPN,20-Dec-18,P,2762.7,-276270000,-0.64,Cash
NPN43454,NPN,20-Dec-18,P,2797.75,-238648075,-0.68,Physical
NPN43454,NPN,20-Dec-18,C,2800,67480000,0.32,Physical
NPN43454,NPN,20-Dec-18,P,2800,-47880000,-0.68,Physical
NPN43454,NPN,20-Dec-18,C,2849.7,10543890,0.27,Cash
NPN43454,NPN,20-Dec-18,C,2900,11600000,0.22,Physical
NPN43454,NPN,20-Dec-18,P,2992.76,-70030584,-0.85,Cash
NPN43454,NPN,20-Dec-18,C,3000,18000000,0.14,Physical
NPN43454,NPN,20-Dec-18,P,3000,-289500000,-0.86,Physical
NPN43454,NPN,20-Dec-18,P,3000,-4500000,-0.86,Cash
NPN43454,NPN,20-Dec-18,C,3078.79,3078790,0.1,Physical
NPN43454,NPN,20-Dec-18,C,3131.96,11588252,0.08,Cash
NPN43454,NPN,20-Dec-18,P,3134.91,-62071218,-0.93,Cash
NPN43454,NPN,20-Dec-18,P,3168.97,-316897000,-0.94,Cash
NPN43454,NPN,20-Dec-18,C,3200,12800000,0.05,Physical
NPN43454,NPN,20-Dec-18,C,3300,54780000,0.03,Physical
NPN43454,NPN,20-Dec-18,P,3332.84,-77988456,-0.98,Cash
NPN43454,NPN,20-Dec-18,P,3334.9,-66031020,-0.98,Cash
NPN43454,NPN,20-Dec-18,C,3400,51680000,0.02,Physical
NPN43454,NPN,20-Dec-18,C,3500,225050000,0.01,Physical
NPN43454,NPN,20-Dec-18,C,3500,5250000,0.01,Cash
NPN43454,NPN,20-Dec-18,C,3700,14800000,0,Physical
NPN43454,NPN,20-Dec-18,C,3762.24,320919072,0,Physical
NPN43454,NPN,20-Dec-18,C,3800,294120000,0,Physical
NPN43454,NPN,20-Dec-18,C,3923.91,116540127,0,Cash
NPN43544,NPN,20-Mar-19,P,1919.25,-276947775,-0.06,Cash
NPN43544,NPN,20-Mar-19,P,2000,-76400000,-0.08,Physical
NPN43544,NPN,20-Mar-19,P,2151.05,-84751370,-0.14,Cash
NPN43544,NPN,20-Mar-19,P,2175.24,-44809944,-0.15,Cash
NPN43544,NPN,20-Mar-19,P,2390.05,-94167970,-0.27,Cash
NPN43544,NPN,20-Mar-19,P,2431.05,-201777150,-0.29,Cash
NPN43544,NPN,20-Mar-19,P,2475,-400702500,-0.32,Physical
NPN43544,NPN,20-Mar-19,P,2500,-46500000,-0.34,Physical
NPN43544,NPN,20-Mar-19,P,2617.2,-449896680,-0.41,Physical
NPN43544,NPN,20-Mar-19,P,2664.66,-54891996,-0.45,Cash
NPN43544,NPN,20-Mar-19,C,2800,53760000,0.46,Physical
NPN43544,NPN,20-Mar-19,P,2800,-88760000,-0.54,Physical
NPN43544,NPN,20-Mar-19,C,2918.01,114969594,0.38,Cash
NPN43544,NPN,20-Mar-19,P,2940,-475986000,-0.63,Physical
NPN43544,NPN,20-Mar-19,P,2978.26,-10126084,-0.66,Cash
NPN43544,NPN,20-Mar-19,P,3000,-363300000,-0.67,Physical
NPN43544,NPN,20-Mar-19,P,3000,-3000000,-0.67,Cash
NPN43544,NPN,20-Mar-19,P,3079.9,-923970,-0.72,Cash
NPN43544,NPN,20-Mar-19,C,3198.75,265496250,0.22,Cash
NPN43544,NPN,20-Mar-19,C,3200,59520000,0.22,Physical
NPN43544,NPN,20-Mar-19,P,3300,-9900000,-0.83,Physical
NPN43544,NPN,20-Mar-19,C,3344.2,574867980,0.16,Physical
NPN43544,NPN,20-Mar-19,C,3400,225760000,0.13,Physical
NPN43544,NPN,20-Mar-19,P,3433.76,-11674784,-0.88,Cash
NPN43544,NPN,20-Mar-19,C,3534.76,72816056,0.09,Cash
NPN43544,NPN,20-Mar-19,C,3600,121320000,0.08,Physical
NPN43544,NPN,20-Mar-19,C,3890.4,1167120,0.03,Cash
NPN43544,NPN,20-Mar-19,C,4000,341200000,0.02,Physical
NPN43544,NPN,20-Mar-19,C,4000,6000000,0.02,Cash
NPN43544,NPN,20-Mar-19,C,4085,661361500,0.01,Physical
NPN43544,NPN,20-Mar-19,C,4227.38,14373092,0.01,Cash
NPN43636,NPN,20-Jun-19,P,2300,-8050000,-0.25,Cash
NPN43636,NPN,20-Jun-19,P,2572.1,-102112370,-0.37,Cash
NPN43636,NPN,20-Jun-19,C,2800,55440000,0.53,Physical
NPN43636,NPN,20-Jun-19,P,2800,-287280000,-0.47,Physical
NPN43636,NPN,20-Jun-19,C,3000,84000000,0.43,Physical
NPN43636,NPN,20-Jun-19,P,3000,-93300000,-0.57,Physical
NPN43636,NPN,20-Jun-19,C,3026,120132200,0.42,Cash
NPN43636,NPN,20-Jun-19,C,3100,10850000,0.39,Cash
NPN43636,NPN,20-Jun-19,P,3200,-145280000,-0.65,Physical
NPN43636,NPN,20-Jun-19,C,3400,348840000,0.27,Physical
NPN43636,NPN,20-Jun-19,C,3800,232940000,0.14,Physical
NPN43636,NPN,20-Jun-19,C,3933.8,156171860,0.11,Cash
NPN43636,NPN,20-Jun-19,C,4000,180000000,0.1,Physical
NPN43727,NPN,19-Sep-19,P,2050,-47560000,-0.14,Physical
NPN43727,NPN,19-Sep-19,P,2214.57,-22145700,-0.2,Cash
NPN43727,NPN,19-Sep-19,P,2227.9,-255094550,-0.21,Cash
NPN43727,NPN,19-Sep-19,P,2235.5,-27943750,-0.21,Cash
NPN43727,NPN,19-Sep-19,P,2280,-30324000,-0.23,Cash
NPN43727,NPN,19-Sep-19,P,2300,-40020000,-0.23,Physical
NPN43727,NPN,19-Sep-19,P,2328,-63554400,-0.25,Cash
NPN43727,NPN,19-Sep-19,P,2400,-134400000,-0.28,Physical
NPN43727,NPN,19-Sep-19,P,2418.25,-2418250,-0.28,Cash
NPN43727,NPN,19-Sep-19,P,2460.75,-9350850,-0.3,Cash
NPN43727,NPN,19-Sep-19,P,2500,-58000000,-0.32,Physical
NPN43727,NPN,19-Sep-19,P,2621.06,-300111370,-0.37,Cash
NPN43727,NPN,19-Sep-19,P,2630,-32875000,-0.37,Cash
NPN43727,NPN,19-Sep-19,C,2768.21,27682100,0.57,Cash
NPN43727,NPN,19-Sep-19,C,2800,53760000,0.55,Physical
NPN43727,NPN,19-Sep-19,P,2800,-274680000,-0.45,Physical
NPN43727,NPN,19-Sep-19,P,2845,-2845000,-0.46,Cash
NPN43727,NPN,19-Sep-19,C,2850,37905000,0.53,Cash
NPN43727,NPN,19-Sep-19,P,2895,-11001000,-0.49,Cash
NPN43727,NPN,19-Sep-19,P,2908.9,-285072200,-0.49,Cash
NPN43727,NPN,19-Sep-19,C,2910,79443000,0.51,Cash
NPN43727,NPN,19-Sep-19,P,3200,-211200000,-0.6,Physical
NPN43727,NPN,19-Sep-19,C,3300,76560000,0.36,Physical
NPN43727,NPN,19-Sep-19,C,3400,190400000,0.33,Physical
NPN43727,NPN,19-Sep-19,C,3525.33,403650285,0.28,Cash
NPN43727,NPN,19-Sep-19,C,3551.29,44391125,0.27,Cash
NPN43727,NPN,19-Sep-19,C,3598.67,35986700,0.26,Cash
NPN43727,NPN,19-Sep-19,C,3705,49276500,0.23,Cash
NPN43727,NPN,19-Sep-19,C,3750.95,367593100,0.21,Cash
NPN43727,NPN,19-Sep-19,C,3783,103275900,0.21,Cash
NPN43727,NPN,19-Sep-19,C,3840.75,3840750,0.19,Cash
NPN43727,NPN,19-Sep-19,C,3908.25,14851350,0.17,Cash
NPN43727,NPN,19-Sep-19,C,3948.51,127142022,0.16,Cash
NPN43727,NPN,19-Sep-19,C,4000,322800000,0.15,Physical
NPN43727,NPN,19-Sep-19,C,4294.01,276104843,0.09,Cash
NPN43727,NPN,19-Sep-19,C,4550,300300000,0.06,Physical
NPN43818,NPN,19-Dec-19,P,2100,-590310000,-0.16,Physical
NPN43818,NPN,19-Dec-19,P,2300,-41860000,-0.23,Physical
NPN43818,NPN,19-Dec-19,P,2302.77,-440059347,-0.23,Physical
NPN43818,NPN,19-Dec-19,C,4123.39,787979829,0.2,Cash
NPN43818,NPN,19-Dec-19,C,4200,1180620000,0.19,Physical
NPN43818,NPN,19-Dec-19,C,4317.69,825110559,0.17,Physical
NRP43454,NRP,20-Dec-18,P,122,-1512800,-0.57,Cash
NTC43636,NTC,20-Jun-19,C,27.96,15397572,0.38,Cash
NXD43544,NXD,20-Mar-19,C,345,1138500,0.15,Cash
OMA43454,OMA,20-Dec-18,P,40,-2400000,-0.44,Cash
OMA43454,OMA,20-Dec-18,C,47,2820000,0.03,Cash
PIK43454,PIK,20-Dec-18,P,65,-24940500,-0.3,Physical
PIK43727,PIK,19-Sep-19,P,64,-33337600,-0.32,Physical
PIK43727,PIK,19-Sep-19,P,70,-36463000,-0.45,Physical
PIK43727,PIK,19-Sep-19,C,79,41151100,0.37,Physical
PSG43454,PSG,20-Dec-18,P,210,-5250000,-0.06,Physical
PSG43454,PSG,20-Dec-18,C,230,5589000,0.65,Physical
RDF43454,RDF,20-Dec-18,P,11,-98566600,-0.96,Physical
REM43454,REM,20-Dec-18,P,180,-1440000,-0.08,Cash
REM43454,REM,20-Dec-18,P,200,-2000000,-0.47,Cash
REM43454,REM,20-Dec-18,C,230,2300000,0.02,Cash
RNI43454,RNI,20-Dec-18,P,245,-9800000,-0.98,Physical
RNI43544,RNI,20-Mar-19,P,208.2,-8328000,-0.4,Physical
RNI43544,RNI,20-Mar-19,P,235,-16450000,-0.67,Physical
RNI43544,RNI,20-Mar-19,P,240,-21600000,-0.72,Physical
RNI43544,RNI,20-Mar-19,P,250,-7500000,-0.8,Physical
RNI43544,RNI,20-Mar-19,C,328.13,9843900,0,Physical
SAP43544,SAP,20-Mar-19,P,79.46,-12030244,-0.45,Cash
SAP43544,SAP,20-Mar-19,C,90.2,13656280,0.3,Cash
SAP43544,SAP,20-Mar-19,C,107.69,16304266,0.07,Cash
SBK43454,SBK,20-Dec-18,P,150,-46005000,-0.1,Physical
SBK43454,SBK,20-Dec-18,P,150.15,-2477475,-0.11,Physical
SBK43454,SBK,20-Dec-18,P,163.55,-36160905,-0.39,Cash
SBK43454,SBK,20-Dec-18,P,180,-47664000,-0.82,Physical
SBK43454,SBK,20-Dec-18,P,185,-73889000,-0.9,Physical
SBK43454,SBK,20-Dec-18,C,200,287360000,0.01,Physical
SBK43454,SBK,20-Dec-18,P,200,-47560000,-0.99,Physical
SBK43544,SBK,20-Mar-19,P,160,-412880000,-0.35,Physical
SBK43544,SBK,20-Mar-19,P,170,-47974000,-0.46,Physical
SBK43544,SBK,20-Mar-19,P,193,-268984100,-0.69,Physical
SBK43544,SBK,20-Mar-19,C,230,320551000,0.08,Physical
SBK43636,SBK,20-Jun-19,C,166.5,232051050,0.55,Physical
SBK43636,SBK,20-Jun-19,C,203.7,31369800,0.2,Cash
SBK43636,SBK,20-Jun-19,C,248.51,38270540,0.02,Cash
SGL43454,SGL,20-Dec-18,P,9.78,-22489110,-0.62,Cash
SGL43454,SGL,20-Dec-18,P,9.9,-22499730,-0.66,Cash
SGL43454,SGL,20-Dec-18,P,10.87,-24995565,-0.91,Cash
SGL43454,SGL,20-Dec-18,P,11,-24999700,-0.92,Cash
SGL43454,SGL,20-Dec-18,C,11.96,27502020,0.01,Cash
SGL43454,SGL,20-Dec-18,C,12.69,28840563,0,Cash
SHP43454,SHP,20-Dec-18,P,186.3,-10805400,-0.32,Cash
SHP43454,SHP,20-Dec-18,C,268.95,11591745,0,Cash
SHP43544,SHP,20-Mar-19,P,180,-93600000,-0.29,Physical
SHP43636,SHP,20-Jun-19,C,190,99598000,0.63,Physical
SHP43636,SHP,20-Jun-19,C,220,115324000,0.38,Physical
SLM43454,SLM,20-Dec-18,P,69.48,-12346596,-0.17,Cash
SLM43454,SLM,20-Dec-18,P,69.75,-4498875,-0.18,Cash
SLM43454,SLM,20-Dec-18,P,70,-48279000,-0.18,Physical
SLM43454,SLM,20-Dec-18,P,75,-94357500,-0.38,Physical
SLM43454,SLM,20-Dec-18,P,75.58,-15116000,-0.41,Cash
SLM43454,SLM,20-Dec-18,C,76.61,13613597,0.55,Cash
SLM43454,SLM,20-Dec-18,C,87.77,15596729,0.12,Cash
SLM43454,SLM,20-Dec-18,C,89.13,5748885,0.09,Cash
SLM43454,SLM,20-Dec-18,P,94.47,-18894000,-0.97,Cash
SLM43454,SLM,20-Dec-18,C,105.74,21148000,0,Cash
SLM43636,SLM,20-Jun-19,P,63.94,-12602574,-0.19,Cash
SNH43454,SNH,20-Dec-18,P,56,-91056000,-1,Physical
SOL43454,SOL,20-Dec-18,P,380,-225948000,-0.05,Physical
SOL43454,SOL,20-Dec-18,P,400,-46800000,-0.13,Physical
SOL43454,SOL,20-Dec-18,P,402.14,-2412840,-0.15,Physical
SOL43454,SOL,20-Dec-18,P,430.2,-13508280,-0.38,Cash
SOL43454,SOL,20-Dec-18,C,432.97,2987493,0.59,Cash
SOL43454,SOL,20-Dec-18,P,445,-264597000,-0.54,Physical
SOL43454,SOL,20-Dec-18,P,470.25,-3291750,-0.78,Physical
SOL43454,SOL,20-Dec-18,P,475,-46645000,-0.82,Physical
SOL43454,SOL,20-Dec-18,C,476.36,3096340,0.17,Physical
SOL43454,SOL,20-Dec-18,C,492.5,3398250,0.08,Cash
SOL43454,SOL,20-Dec-18,C,500,58500000,0.06,Physical
SOL43454,SOL,20-Dec-18,C,501.01,15731714,0.05,Cash
SOL43454,SOL,20-Dec-18,C,515,398043500,0.02,Physical
SOL43454,SOL,20-Dec-18,P,515,-47689000,-0.98,Physical
SOL43454,SOL,20-Dec-18,P,525,-51292500,-0.99,Physical
SOL43454,SOL,20-Dec-18,C,527.09,2635450,0.01,Cash
SOL43454,SOL,20-Dec-18,C,536.07,3216420,0.01,Physical
SOL43454,SOL,20-Dec-18,C,548.72,17229808,0,Cash
SOL43544,SOL,20-Mar-19,P,400,-237840000,-0.25,Physical
SOL43544,SOL,20-Mar-19,C,495,294327000,0.26,Physical
SOL43544,SOL,20-Mar-19,P,500,-48250000,-0.76,Physical
SOL43544,SOL,20-Mar-19,P,500,-2500000,-0.76,Cash
SOL43544,SOL,20-Mar-19,P,515,-47689000,-0.82,Physical
SOL43544,SOL,20-Mar-19,C,570,3420000,0.05,Cash
SOL43544,SOL,20-Mar-19,C,609.61,3048050,0.01,Cash
SOL43636,SOL,20-Jun-19,P,400,-2000000,-0.25,Cash
SOL43636,SOL,20-Jun-19,P,445,-2225000,-0.43,Cash
SOL43636,SOL,20-Jun-19,C,530,2650000,0.25,Cash
TBS43454,TBS,20-Dec-18,P,241.68,-17014272,-0.1,Cash
TBS43454,TBS,20-Dec-18,P,270.11,-19015744,-0.45,Cash
TBS43454,TBS,20-Dec-18,C,305.8,21528320,0.08,Cash
TBS43454,TBS,20-Dec-18,P,320,-48608000,-0.98,Physical
TFG43454,TFG,20-Dec-18,P,150,-43860000,-0.23,Physical
TFG43544,TFG,20-Mar-19,P,152.16,-12020640,-0.34,Cash
TFG43544,TFG,20-Mar-19,C,172.73,13645670,0.42,Cash
TFG43544,TFG,20-Mar-19,C,204.88,16185520,0.15,Cash
TFG43636,TFG,20-Jun-19,C,189,26044200,0.37,Cash
TFG43636,TFG,20-Jun-19,C,230.5,31762900,0.15,Cash
VKE43454,VKE,20-Dec-18,P,18.06,-28500486,-0.13,Cash
VOD43454,VOD,20-Dec-18,P,106.99,-25602707,-0.19,Physical
VOD43454,VOD,20-Dec-18,P,116.2,-81003020,-0.5,Cash
VOD43454,VOD,20-Dec-18,C,120,47316000,0.36,Physical
VOD43454,VOD,20-Dec-18,P,120,-48588000,-0.64,Physical
VOD43454,VOD,20-Dec-18,P,123.28,-10799328,-0.75,Cash
VOD43454,VOD,20-Dec-18,P,126.35,-19003040,-0.83,Cash
VOD43454,VOD,20-Dec-18,P,127.05,-30403065,-0.85,Physical
VOD43454,VOD,20-Dec-18,C,140,55202000,0.01,Physical
VOD43454,VOD,20-Dec-18,C,142.31,21403424,0.01,Cash
VOD43544,VOD,20-Mar-19,P,105.26,-20567804,-0.24,Physical
VOD43544,VOD,20-Mar-19,P,108.4,-22319560,-0.29,Physical
VOD43544,VOD,20-Mar-19,P,124.99,-24423046,-0.61,Physical
VOD43544,VOD,20-Mar-19,P,128.73,-26505507,-0.68,Physical
VOD43636,VOD,20-Jun-19,P,105,-4756500,-0.24,Physical
VOD43636,VOD,20-Jun-19,P,120,-5436000,-0.46,Physical
WHL43454,WHL,20-Dec-18,C,50,52190000,0.85,Physical
WHL43454,WHL,20-Dec-18,P,50,-15000,-0.15,Physical
WHL43454,WHL,20-Dec-18,C,60,62502000,0.06,Physical
WHL43454,WHL,20-Dec-18,P,60,-150264000,-0.94,Physical
WHL43454,WHL,20-Dec-18,C,62.57,2972075,0.01,Cash
WHL43544,WHL,20-Mar-19,P,50,-45730000,-0.29,Physical
WHL43544,WHL,20-Mar-19,C,60,62502000,0.27,Physical
YMEZ43678,YMEZ,01-Aug-19,P,211,-8887,-0.09,Cash
YMEZ43678,YMEZ,01-Aug-19,P,239.13,-8887,-0.23,Cash
YMEZ43678,YMEZ,01-Aug-19,P,253.2,-8887,-0.34,Cash
YMEZ43678,YMEZ,01-Aug-19,P,267.26,-8887,-0.51,Cash
YMEZ43678,YMEZ,01-Aug-19,C,303.84,8887,0.06,Cash
YMEZ43678,YMEZ,01-Aug-19,C,304.68,8887,0.05,Cash
YMEZ43710,YMEZ,02-Sep-19,P,217.73,-4203,-0.07,Cash
YMEZ43710,YMEZ,02-Sep-19,P,246.76,-4203,-0.28,Cash
YMEZ43710,YMEZ,02-Sep-19,P,261.27,-4203,-0.43,Cash
